timestamp,event,mint,symbol,price_usd,size_usd,fee_usd,pnl_usd,reason
2026-08-26 08:51:45,SKIP,4evbYZz7khSTWpywdMrLWXderAiwXZPpRmdyW7JBpump,PEBBLE,,,,,serial_dev (152 prior mints)
2026-08-26 08:54:03,SKIP,Bs1gLtKA9Gs3xsXrkFEMwcYjADpdxfgjD39w2mwwpump,SOL,,,,,liquidity_too_low (7 < 1500)
2026-08-26 08:55:39,SKIP,7fHKP5YsN7m5rG2DL6d5XQp52ek1aSEA7ps7zqhMpump,ELONGIGA,,,,,liquidity_too_low (0 < 1500)
2026-08-26 08:55:39,SKIP,CDjC41V1Sw9rvDMQrMTpoyFjH96e3Vqiv6FCtRSWpump,AAA,,,,,liquidity_too_low (3 < 1500)
2026-08-26 08:56:27,SKIP,EwmMkyE4YMoh1JQ3Ppb2sAN57HnFSrQQBGqyG84fpump,Beancoin,,,,,liquidity_too_low (7 < 1500)
2026-08-26 08:56:33,BUY,C9i7PgVR5rYiBrrnMCtHN17eHTn7jJmzzLCejjFtpump,Polycat,0.00003418,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 08:56:40,SELL,C9i7PgVR5rYiBrrnMCtHN17eHTn7jJmzzLCejjFtpump,Polycat,0.00002862,1.69,0.0342,-0.3774,stop_loss | tx:
2026-08-26 08:58:43,SKIP,AEGULDL15ykRMsG2NVxqx1dJL9iY9uaNMFHYTpAApump,RICH,,,,,liquidity_too_low (8 < 1500)
2026-08-26 08:58:49,SKIP,69awANvrSd6CYUnCpMtwQsu2WMp7DbdG7i5k2z7apump,CURRAP,,,,,liquidity_too_low (8 < 1500)
2026-08-26 08:58:52,SKIP,3Ps92co3rvYac7HrBje5v2zW5sPGZ9dibmjZvWcXpump,HODL,,,,,liquidity_too_low (6 < 1500)
2026-08-26 08:59:34,SKIP,73qtNhHtofjYLY24daRgtDfhL79SBe3J986YA2d7pump,we,,,,,liquidity_too_low (17 < 1500)
2026-08-26 09:00:37,SKIP,Akr7cb6amsJsXdytSd9gGfPEZsbTj2ccqCkNV7Kupump,ROGREA,,,,,liquidity_too_low (1 < 1500)
2026-08-26 09:00:47,SKIP,8ozJW81rwNzyxQrqMWX3tycAU5yDdTSAidAEWjphpump,SMKY,,,,,liquidity_too_low (7 < 1500)
2026-08-26 09:02:29,SKIP,FM6v87XF7vzyH6mU9o65wJR1RvgmcjZE8k4uiXScpump,HYPE,,,,,actively_dumping (-63.3% in 5m)
2026-08-26 09:03:59,SKIP,8txuxNLkL6pS8XU2jpsDiagFWGPUGBPkK4254efwpump,Nepal,,,,,concentration_risk (95.6% > 40.0%)
2026-08-26 09:04:50,SKIP,AMKxtiWp9YKHBMmrdkE8nVdcaCU5X3pbis2tYX2bpump,HIM,,,,,concentration_risk (79.0% > 40.0%)
2026-08-26 09:05:14,SKIP,zy9VWjZ4FuADC3aEB8FScGSasfn6yxJ2iNh5pstpump,clanker,,,,,actively_dumping (-40.2% in 5m)
2026-08-26 09:05:35,SKIP,ARUX1h2UzZ1bBTpefYeoE154n7x7pxcia22YvEkepump,HIM,,,,,concentration_risk (87.1% > 40.0%)
2026-08-26 09:08:09,SKIP,EChZFxUs5hUbfzYv3B67yiJTYq72nCUPaDaGdfeJpump,CUCUY,,,,,serial_dev (99 prior mints)
2026-08-26 09:08:57,BUY,9HCvToJc8r2s36RQs6WMxPQdXDMfD3miGBAfxyHtpump,Chigger,0.00003081,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 09:09:34,SKIP,CShtC5BK4PzpMgH7oKZNtULqyu78ssBaByZhpLJHpump,Trumptacio,,,,,concentration_risk (84.3% > 40.0%)
2026-08-26 09:09:40,SELL,9HCvToJc8r2s36RQs6WMxPQdXDMfD3miGBAfxyHtpump,Chigger,0.00003760,2.47,0.0362,0.3939,take_profit | tx:
2026-08-26 09:10:29,SKIP,5qrUQ4jn7onWHMpketUVWJVwGvVpVd9dqdjE8qohpump,SPDR,,,,,liquidity_too_low (5 < 1500)
2026-08-26 09:12:05,SKIP,CKTenrE5tMjxe68MnwywHxucGubT46BfD85G32AApump,NIBIRU,,,,,liquidity_too_low (17 < 1500)
2026-08-26 09:12:08,SKIP,G6iuKxHsQ5L4ak5SfkdMurDyGbaQMRetrwio31NXpump,PISTACHIO,,,,,concentration_risk (81.7% > 40.0%)
2026-08-26 09:14:05,SKIP,JCK8JFXoTARcUtZBzumMa1nGcpQSHhj79W1VnWzdpump,NIBIRU,,,,,liquidity_too_low (5 < 1500)
2026-08-26 09:14:54,SKIP,DzBujEn2444joimyezMxZDGaig4nos1Uciw1kKppump,FTFS,,,,,concentration_risk (99.4% > 40.0%)
2026-08-26 09:14:54,SKIP,CorSY1UC4UFQxMbXzXjYWFY7dr5U7eeLCftAanxPqQdi,HANA,,,,,actively_dumping (-76.8% in 5m)
2026-08-26 09:15:09,SKIP,9ZkbdTgHKgNFAaZ1Uzw1WLyaqYWsE8ucZYyfRguxpump,angel,,,,,liquidity_too_low (17 < 1500)
2026-08-26 09:15:18,SKIP,ueeWeYiSik5EVT4HYhbEqFhQMuAe5EbBigiR16Jpump,fish,,,,,concentration_risk (95.0% > 40.0%)
2026-08-26 09:16:48,SKIP,6ni6bJLn9jSPBTrHwgHPnuwrzWrJB2ucBdWz6QNgpump,Eloise,,,,,serial_dev (4584 prior mints)
2026-08-26 09:16:48,SKIP,Fn1oJxnT7qwEVifJQSqKQsYHVFYGGkMBRfeiM94Qpump,100MSF,,,,,liquidity_too_low (4 < 1500)
2026-08-26 09:17:55,SKIP,EB84GhjAt416yENSTtXQpXLsMWXHZyHjbwdVHxwbpump,Eloise,,,,,serial_dev (8953 prior mints)
2026-08-26 09:28:12,SKIP,G9h6eo4sD3kt3am8vVPjhv2zKdXVe7HvEyrNuojqpump,Michel,,,,,concentration_risk (49.0% > 40.0%)
2026-08-26 09:28:43,SKIP,EdyvAMVVgRHGuqeEiYegtG3NSC7tA2mxA9i9QtGnpump,FURMAL,,,,,concentration_risk (87.2% > 40.0%)
2026-08-26 09:29:04,SKIP,yL2mUiFLDKQaXcdEyjPnHTeXpTZFm8NSaaEkafCpump,$DUCKSY,,,,,liquidity_too_low (2 < 1500)
2026-08-26 09:29:10,SKIP,B4PBamVhXRq3Lp4rGTtgwR8youh8C5rP3ShVZUmPpump,PISTAS,,,,,concentration_risk (87.6% > 40.0%)
2026-08-26 09:29:13,BUY,9inPKwHXXe5UPNLH5rgck1oy6hZBcZMRUbzMrHripump,T3chF0rum,0.00003602,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 09:29:25,SELL,9inPKwHXXe5UPNLH5rgck1oy6hZBcZMRUbzMrHripump,T3chF0rum,0.00003913,2.19,0.0355,0.1245,take_profit | tx:
2026-08-26 09:30:44,SKIP,F5bCd9Mt8Ym153VmQTq92kHafcmY8Ase3WTkN8Z6pump,angel,,,,,liquidity_too_low (6 < 1500)
2026-08-26 09:32:59,SKIP,7L7ZiZDF4vv6wUBy9ToBYopA27rvrNw8DHkWHtoYpump,Bulltacio,,,,,concentration_risk (87.5% > 40.0%)
2026-08-26 09:33:50,SKIP,759BApQGePdDbA3WxMiuu4SygqdTpw6AkiEFwBu7pump,KING,,,,,concentration_risk (95.6% > 40.0%)
2026-08-26 09:34:02,SKIP,9Noj1o3gWtd85j8UeTBM2e9hyFh9XGRNmBa9q6Ynpump,BEAST,,,,,concentration_risk (93.8% > 40.0%)
2026-08-26 09:37:30,SKIP,BWYbngnjLgxdDzMRHYMX2F3gGxrsiX2PtqFcMhoBpump,KHALEESI,,,,,concentration_risk (46.3% > 40.0%)
2026-08-26 09:38:36,SKIP,4f9Fro8FeXBWYihE8XyoYkR16bFaiQUx7NYxudQQpump,100MSF,,,,,liquidity_too_low (4 < 1500)
2026-08-26 09:38:49,SKIP,HcmrfbNBQwgPeYeZFvCnWg2x7JeuWtcexcSdduiwpump,HMD,,,,,liquidity_too_low (1 < 1500)
2026-08-26 09:39:10,SKIP,4wd1msWEASCem4S69H2tH55B1GASyN9A6hehzjDopump,FUMBLE,,,,,serial_dev (27351 prior mints)
2026-08-26 09:41:52,SKIP,8i8u2MFHPPgMYq4Fg9noNkELoEnaDUMc5h7AhwJWpump,KIKI LUV,,,,,liquidity_too_low (2 < 1500)
2026-08-26 09:42:19,BUY,Dveq2rabHNdZW1YR5ZSECSnPkrcV5ZVGjKSMXD6Bpump,courage,0.00004078,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 09:42:29,SKIP,J2yrsYQCuoXpoqQA9ZpGGxhKwTAcan7wfXthP6QhRTyu,Please,,,,,concentration_risk (95.2% > 40.0%)
2026-08-26 09:43:18,SELL,Dveq2rabHNdZW1YR5ZSECSnPkrcV5ZVGjKSMXD6Bpump,courage,0.00005468,2.71,0.0368,0.6368,take_profit | tx:
2026-08-26 09:44:13,BUY,4CNULjwdJgggNhczHSioYBJQj791q3qgK2NbXND8Tr2R,ai16z,0.00006020,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 09:44:44,SELL,4CNULjwdJgggNhczHSioYBJQj791q3qgK2NbXND8Tr2R,ai16z,0.00005039,1.69,0.0342,-0.3782,stop_loss | tx:
2026-08-26 09:44:44,HALT,,,,,,,daily_max_loss hit: -$1.55
2026-08-26 10:16:53,SKIP,EjHZiE1km2ewVQVzeYBYkBdbvDEPEffgCgzmNiGapump,CRYPTO,,,,,concentration_risk (98.4% > 40.0%)
2026-08-26 10:19:05,BUY,DZnmBtrCmSDHHovrdT1qVBRSUratvhQwWuw6kVeppump,LONGCAT,0.00000736,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 10:19:12,SELL,DZnmBtrCmSDHHovrdT1qVBRSUratvhQwWuw6kVeppump,LONGCAT,0.00000592,1.63,0.0341,-0.4430,stop_loss | tx:
2026-08-26 10:19:57,SKIP,9sbxQejDcmuSzuCigaEnXszwbsLW9EFdPNHxoVwtpump,HOOTS,,,,,serial_dev (5411 prior mints)
2026-08-26 10:20:06,SKIP,AHK8rWgBDuXYQT5S6JHArHwEvzJ9ZMPTdEC3sduKpump,pumpdog,,,,,serial_dev (437 prior mints)
2026-08-26 10:20:15,SKIP,ESnJGnRQn5o1tKz576by4fRszuLZDXTjUDiMS2iYpump,FELICETTE,,,,,concentration_risk (77.6% > 40.0%)
2026-08-26 10:21:45,SKIP,3JuNnbVBb59wBhD1DTeGbFuuRf4uuZptSpa5NGmXpump,NULLSIGNAL,,,,,concentration_risk (47.3% > 40.0%)
2026-08-26 10:22:49,SKIP,5cof5K9DGhNo3GQwtyLHbQFATQsBAqpGn2ubAofNpump,PEBBLE,,,,,concentration_risk (94.8% > 40.0%)
2026-08-26 10:23:22,SKIP,85aAqWMr121uptoiaJdyKynhY531nBivkxTMCADfpump,Starbucks,,,,,concentration_risk (93.8% > 40.0%)
2026-08-26 10:23:49,BUY,4NWjezFcn6JXfKokRtvCUpF9g2Fb1f7zQHounoLYpump,Sovereign,0.00000969,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 10:24:02,SELL,4NWjezFcn6JXfKokRtvCUpF9g2Fb1f7zQHounoLYpump,Sovereign,0.00001048,2.18,0.0355,0.1145,take_profit | tx:
2026-08-26 10:24:26,SKIP,3aNr6HvXtTWAJYyJkTpzarLS5xr4x5EVg9JQfvtMpump,SAVJUG,,,,,liquidity_too_low (3 < 1500)
2026-08-26 10:24:26,SKIP,Hu813qcwHW2QADrmhUGF57KL8dFUo8o6bjVmxsHepump,Solana,,,,,serial_dev (6918 prior mints)
2026-08-26 10:26:08,SKIP,E4GdM7DMvyBke7TnQMXgZ19x8TbWZ25d1nw7hqYLpGnY,Solana,,,,,serial_dev (4393 prior mints)
2026-08-26 10:26:35,SKIP,B6wsSnCd3Jqo8FHcPUvtZToZTfUUHHhsxe9SYSQXpump,TIM,,,,,serial_dev (21602 prior mints)
2026-08-26 10:27:18,SKIP,chW54CyEagZq9YveNV3sKNFwbe7wp1Tebc7HmZipump,pixie,,,,,serial_dev (124 prior mints)
2026-08-26 10:28:33,SKIP,4KzXRYPdnWyJ6HTQMHJ47aSon4NmG5Pj9hHsXpU9iukK,Ballnelius,,,,,actively_dumping (-29.9% in 5m)
2026-08-26 10:28:54,SKIP,9xvjPq6pirCeikKr5WxTm6Yvi1VrSYtRovsnqVcBpump,b,,,,,liquidity_too_low (5 < 1500)
2026-08-26 10:29:51,SKIP,AtT12YGVAWfiuH1KexVpiGeDZicDTF1iy3XR7xphpump,pdog,,,,,serial_dev (24 prior mints)
2026-08-26 10:30:49,SKIP,HGrWpZc83v7rD4WXcwqvmDkvCdN8YxR99XZHMEgbpump,OF,,,,,serial_dev (1946 prior mints)
2026-08-26 10:30:49,SKIP,rTb2feB3es6wdNAuSGcRsKNocssBeYacXdqzNE7pump,WUF,,,,,concentration_risk (95.1% > 40.0%)
2026-08-26 10:31:28,SKIP,2cm7HRJjQnaM2cbBe8c7DCjFdrWY1wUjmgAzzZVKpump,Pisstacio,,,,,concentration_risk (88.0% > 40.0%)
2026-08-26 10:32:01,SKIP,EB2suCEW9iMzjR6oWmhBoDvnWLBkDqz8YJn8nh3spump,Baby,,,,,serial_dev (2831 prior mints)
2026-08-26 10:32:25,SKIP,4P3o44wWdTrMMj5pJAtaTCYDDvBzGQUmpkUFDk26ZGp7,EAGLE,,,,,actively_dumping (-42.0% in 5m)
2026-08-26 10:32:28,SKIP,vMqwRu4ggdMNgq7JAqHwoS5KZha3GeHB7jkGopvpump,Eagle,,,,,actively_dumping (-82.7% in 5m)
2026-08-26 10:32:40,SKIP,2DZwR6XQiNJccGAw1ZdCzxYyBVo6ZmYLbUB9PEA1pump,ERG,,,,,liquidity_too_low (1292 < 1500)
2026-08-26 10:34:08,SKIP,c9v9bnWvj54UbWDv5HB5jRmwGVp6Mn7i9E4NG2Lpump,CRYPTO,,,,,concentration_risk (96.3% > 40.0%)
2026-08-26 10:35:08,SKIP,7d99GPVVbin3wVzRbJWQ6rHRTvZ2tmEsnYFyunzBpump,EAGLE,,,,,serial_dev (15 prior mints)
2026-08-26 10:36:14,SKIP,BuRDFPtY6YWrtqH8ue6h41CxAhonDWVCd6aUw6E9pump,felicette,,,,,concentration_risk (75.1% > 40.0%)
2026-08-26 10:37:21,SKIP,dJcnWobZNss2cQXshQVq94dL7RXt9xyJGVJto1rpump,SCRRAP,,,,,liquidity_too_low (79 < 1500)
2026-08-26 10:38:03,BUY,CoGxjkh7UVGoncHZcovgHwmNodpkBsRNmPiEShorpump,Henry,0.00001445,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 10:38:09,SKIP,TF8V9t24fEziP9FR4LYZ8TJEvPTdapiR4jhQHwxBCAp,SHARK,,,,,actively_dumping (-58.3% in 5m)
2026-08-26 10:38:09,SELL,CoGxjkh7UVGoncHZcovgHwmNodpkBsRNmPiEShorpump,Henry,0.00000821,1.15,0.0329,-0.9192,stop_loss | tx:
2026-08-26 10:39:12,SKIP,CbQe51ujpvSjABkXvtA1zrQ39ueVxW65VfFo4qzMpump,BLAMON,,,,,liquidity_too_low (4 < 1500)
2026-08-26 10:40:01,SKIP,334if757LDME6pb26owRLRC1Dfn5hsy36coUJMXYEr7k,VISUALIZE,,,,,serial_dev (209 prior mints)
2026-08-26 10:40:01,SKIP,DnGLYSTLqwz7zXc6kX7gyyJPnoD5o32QMyMQJiBUXniA,visualize,,,,,liquidity_too_low (1431 < 1500)
2026-08-26 10:40:04,SKIP,5VUVWjF6995qZzKj2kGBARsGS4QtM1QNGbP96tdfpump,VISUALIZE,,,,,serial_dev (8093 prior mints)
2026-08-26 10:40:22,SKIP,5YknutxTUeVmhJiJSFLCNrJCs57QUGNZ9ViwHxGqpump,VISUALIZE,,,,,serial_dev (1951 prior mints)
2026-08-26 10:40:43,SKIP,FeJFcqrjZKsHpzqHVs5KprECRbYU1gENb3s2w3aj5twm,visualise,,,,,liquidity_too_low (1271 < 1500)
2026-08-26 10:40:49,SKIP,FTq2caWk36oqnWngr4WZUX2My36CC7aoiz46c1pGpump,visualise,,,,,concentration_risk (45.1% > 40.0%)
2026-08-26 10:40:58,SKIP,33sSdrufATAxpiiNbt3ao47e9ikRbbivgDeQtYwKpump,visualize,,,,,serial_dev (8854 prior mints)
2026-08-26 10:41:20,SKIP,J7kSEXZ3WvKC5CD6EyMhHVfCATMR4Zqbw82nPVoMpump,SCRWIZ,,,,,liquidity_too_low (5 < 1500)
2026-08-26 10:41:59,SKIP,HzqWjWmTHvTLeFcQz9G3kq74x9v6xW4jSwYWqS5TLKVR,visualize,,,,,actively_dumping (-63.3% in 5m)
2026-08-26 10:42:11,SKIP,EGkryCTsj1LytG1mF9dEBTKBf8BbstLjUSMDBq3apump,VISUALIZE,,,,,actively_dumping (-61.2% in 5m)
2026-08-26 10:43:38,SKIP,qKh3mY3bpbGxoiLeewwSpwsAeDvszCUhrdsuXYApump,RST,,,,,concentration_risk (97.3% > 40.0%)
2026-08-26 10:44:14,SKIP,BnvreAHcoXJBScpjpocULyPsYNQf4jWQVmYayk6xpump,VISUALIZE,,,,,serial_dev (15 prior mints)
2026-08-26 10:46:24,SKIP,3FRUC19fGHBKDTJ6rCDUvtR22WyEV3tVaqb5xt6bpump,ignite,,,,,liquidity_too_low (22 < 1500)
2026-08-26 10:46:45,SKIP,8YikqbVJzCjXnH4f7R8kv4kcCyf1TepX3yyaQQs5pump,BULLPOST,,,,,concentration_risk (46.9% > 40.0%)
2026-08-26 10:48:24,BUY,BguxxAZGua78V5XCq5pp6LvHLhtyBB3HPHVDnkhNpump,UNICORN,0.00008534,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 10:48:30,SELL,BguxxAZGua78V5XCq5pp6LvHLhtyBB3HPHVDnkhNpump,UNICORN,0.00016573,3.92,0.0398,1.8487,take_profit | tx:
2026-08-26 10:49:09,SKIP,7JZCu5VkfJyiY45efDNcPv4npkhq6TXgJrEyiCaWpump,$CRAMP,,,,,liquidity_too_low (50 < 1500)
2026-08-26 10:49:19,SKIP,DWtHS98SvVHkGpAm9htMBUHXAzDqewEz1MSR9ELrpump,$NORJOB,,,,,liquidity_too_low (6 < 1500)
2026-08-26 10:49:31,SKIP,7V3otJQBUH6qktDBkGWvKMw6YXh1rgTLAYH3b2EQpump,BEAST,,,,,concentration_risk (93.9% > 40.0%)
2026-08-26 10:50:01,SKIP,5YETUsMBWT71WE1CD3CyKUNfpGtCvyLBpZAn3YwYpump,MANINF,,,,,liquidity_too_low (2 < 1500)
2026-08-26 10:50:40,SKIP,AY1KMs1vy1e3WuMcBVrGUizfiL58YYvbqf6UNcQ7pump,VISUALIZE,,,,,concentration_risk (43.1% > 40.0%)
2026-08-26 10:50:49,SKIP,2qfz2AQEpYVEM6DRJNZq2mLreum58sahuryCmvM8Us9b,BenCoin,,,,,actively_dumping (-32.3% in 5m)
2026-08-26 10:51:13,BUY,DRMyMGFa7uhweMKmKb2UeJJxQep54EtF7V56o6dQpump,CALI,0.00003496,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 10:51:26,SELL,DRMyMGFa7uhweMKmKb2UeJJxQep54EtF7V56o6dQpump,CALI,0.00000535,0.31,0.0308,-1.7568,stop_loss | tx:
2026-08-26 10:54:08,BUY,5N7wKbYRUPMdgXof1FFZkhpGmpzqS7euZ2ZZjSH7pump,CATO,0.00014769,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 10:54:15,SELL,5N7wKbYRUPMdgXof1FFZkhpGmpzqS7euZ2ZZjSH7pump,CATO,0.00012711,1.74,0.0343,-0.3307,stop_loss | tx:
2026-08-26 10:54:54,SKIP,HEWU2deshPaC6pdoZqS9o3vWLAMnDDdrWdcNyJyxpump,PEAR,,,,,concentration_risk (98.3% > 40.0%)
2026-08-26 10:55:45,BUY,8a86ve6WVrxocAcBerZDeYYzvNv77U1i9UtPEzysbonk,GLIZZY,0.00002524,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 10:55:51,SELL,8a86ve6WVrxocAcBerZDeYYzvNv77U1i9UtPEzysbonk,GLIZZY,0.00002804,2.24,0.0356,0.1732,take_profit | tx:
2026-08-26 10:57:28,SKIP,C2cwDgVC7HUZBQtGJpGKC2oCQjiXNQrShCvRWhQ7pump,FERROC,,,,,liquidity_too_low (6 < 1500)
2026-08-26 10:58:01,BUY,6ZvC21t9wfHpXh4SQopnDBBY7dEnFaDXXk7GxP7Apump,Catacio,0.00004042,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 10:59:03,SELL,6ZvC21t9wfHpXh4SQopnDBBY7dEnFaDXXk7GxP7Apump,Catacio,0.00004455,2.23,0.0356,0.1561,take_profit | tx:
2026-08-26 10:59:45,SKIP,CTVpSAFs46R348PwotpfcyH8TuGLax7mTh8GGD1npump,BERSPE,,,,,liquidity_too_low (17 < 1500)
2026-08-26 11:02:09,SKIP,G9vrps45vPNdZcuZnpp5f5GqandMRr467TzR35fpump,VIS,,,,,concentration_risk (95.2% > 40.0%)
2026-08-26 11:02:37,SKIP,9uBBLZwGjuxBbs9y6Cbsuphg1RHYvoqtavjXfiBHpump,$BANANA,,,,,liquidity_too_low (1 < 1500)
2026-08-26 11:02:52,SKIP,FXGSV3KRknQRyvdZSm5KhX6bUxRC6ZsgkN36L88Qpump,LARPIST,,,,,liquidity_too_low (45 < 1500)
2026-08-26 11:02:58,SKIP,2TytpKGviqHUMC5ZwZz56fmyu5f38qcXpDcj6pH3xZgM,CRYPTO,,,,,concentration_risk (93.9% > 40.0%)
2026-08-26 11:03:43,SKIP,n8fbcwBW1cYtMtRCqVCwLjRb7QBAXhHKyXL7soopump,USUR,,,,,concentration_risk (96.8% > 40.0%)
2026-08-26 11:03:49,SKIP,DxjzKAeh4Mm6vbRVn6qyRgaXk1eWwotDaWxwH5VRpump,CUP,,,,,serial_dev (4513 prior mints)
2026-08-26 11:04:01,SKIP,GPrKHxd42TyF8Vy9hVcnd1xFKuqcTeRw9kjes24Fpump,USFR,,,,,too_few_holders (5 < 15)
2026-08-26 11:05:17,BUY,7UfCRGSkx6j4dKqS5y2E532cLxNs3E78WPGMKi8epump,PINU,0.00003418,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 11:05:38,SELL,7UfCRGSkx6j4dKqS5y2E532cLxNs3E78WPGMKi8epump,PINU,0.00003809,2.25,0.0356,0.1804,take_profit | tx:
2026-08-26 11:06:27,SKIP,HzeKmWoRvY7Gxj6jQNFDCvq9Jzb49AT3hEUnb6xspump,KIMI,,,,,liquidity_too_low (25 < 1500)
2026-08-26 11:07:09,SKIP,V5WKjbDsbXCW7ZQDA4qxTssDU5nG3KwHvc2qFhwpump,WOFI,,,,,concentration_risk (96.7% > 40.0%)
2026-08-26 11:07:15,BUY,D1eKwRWjGCerqHtyy55G8oij3fYvDCrQ4heGJ5yVpump,Mochi,0.00003510,2.00,0.0350,,needs 1.085x to exit profitably | tx:
2026-08-26 11:07:31,SKIP,5Qg48gDwS51i12tGUc7HjtxVCs5RG7qT7ac8HtJ12eAd,HIM,,,,,concentration_risk (91.2% > 40.0%)
